Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,asuta health,,,,,,320,32,0.00,0.02,24600,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video","0.26,0.26,0.26,0.59,0.21,0.26,0.59,0.32,0.26,0.39,0.17,0.32",20,,
us,shasta orthopedics redding ca,,,,,,320,28,0.00,0.00,10100,Navigational,"Site Links, Image, People Also Ask, Related Searches, Local Pack","0.08,0.13,0.10,0.13,0.13,0.13,0.13,0.16,0.30,0.36,0.36,0.30",20,,
us,clearway pain solutions locations,,,,,,320,21,0.00,0.00,398000,Navigational,"Local Pack, Image, People Also Ask, Related Searches","0.82,1.00,0.82,0.82,0.82,0.82,0.82,1.00,1.00,1.00,1.00,0.66",90,,
us,centennial pain and spine,,,,,,320,30,1.81,0.17,959000,Navigational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos, Local Pack","0.15,0.15,0.36,0.54,0.66,0.54,0.09,0.81,1.00,0.15,0.66,0.66",20,,
us,doleys clinic,,,,,,320,7,0.00,0.02,5810,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Related Searches, Knowledge Panel","0.44,0.54,0.23,0.36,0.44,0.23,0.54,0.36,0.36,0.29,0.54,0.36",20,,
us,valley vital medicine,,,,,,320,7,0.00,0.02,34600000,Navigational,"Related Searches, Knowledge Panel, Image Pack, Site Links, Video, Image","0.43,1.00,0.82,1.00,0.82,1.00,0.82,1.00,0.53,0.82,0.66,1.00",20,,
us,135 rutledge ave charleston sc 29425,,,,,,320,12,0.00,0.03,11600,"Informational, Transactional","Video, People Also Ask, Related Searches","0.36,0.36,0.36,0.44,0.12,0.44,0.36,0.44,0.36,0.23,0.29,0.29",90,,
us,southern michigan pain consultants,,,,,,320,24,0.00,0.01,1720000,Navigational,"Site Links, Video, Image, People Also Ask, Related Searches, Local Pack","0.29,0.44,0.29,0.12,0.15,0.36,0.44,0.44,0.36,0.29,0.44,0.36",20,,
us,metamorphosis pain management,,,,,,320,36,2.93,0.06,1570000,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.43,0.54,0.54,0.66,0.66,0.54,0.81,1.00,0.66,0.66,0.66,0.54",20,,
us,saratoga surgery center,,,,,,320,10,0.00,0.02,1190000,Informational,"Image, People Also Ask, Related Searches, Local Pack, Site Links, Video","0.82,1.00,1.00,0.82,0.82,0.66,0.82,1.00,0.66,0.66,0.82,0.66",20,,
us,morris e antebi md,,,,,,320,20,3.37,0.07,9200,Commercial,"Local Pack, Site Links, Image, Related Searches","0.43,0.35,0.54,0.43,0.29,0.66,1.00,0.29,0.29,0.81,1.00,1.00",20,,
us,conemaugh physician group,,,,,,320,21,2.35,0.07,31700,"Navigational, Commercial","Site Links, Video, Related Searches, Local Pack","0.35,0.44,0.66,1.00,0.66,0.44,0.44,0.54,0.66,0.44,0.54,0.44",20,,
us,paradigm health slidell,,,,,,320,34,1.32,0.28,15600,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.66,0.43,0.81,1.00,1.00,1.00,0.81,0.81,0.66,0.54,0.29,0.43",20,,
us,pain management winchester va,,,,,,320,19,2.64,0.18,755000,Commercial,"Image, People Also Ask, Related Searches, Local Pack, Site Links, Video","0.54,0.81,0.66,1.00,0.81,0.81,0.66,0.66,0.66,0.66,0.66,0.54",20,,
us,clearway pain solutions annapolis,,,,,,390,12,0.00,0.00,6030,"Navigational, Transactional","Knowledge Panel, Image Pack, Image, Related Searches","1.00,0.81,0.66,0.66,0.81,0.66,0.54,0.43,0.66,0.81,1.00,0.66",70,,
us,pain relief center,,,,,,210,48,0.00,0.00,1090000000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.08,0.11,0.04,0.04,0.04,0.04,0.03,0.13,0.13,0.05,0.03,0.55",20,,
us,mercy clayton clarkson,,,,,,320,16,2.57,0.10,377000,Navigational,"Local Pack, Image, Related Searches","0.66,1.00,1.00,0.82,1.00,0.82,0.66,0.82,0.82,0.82,0.82,0.82",90,,
us,renew pain solutions,,,,,,260,33,0.96,0.16,28000000,Navigational,"Video, Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.43,0.43,0.82,0.66,1.00,0.66,0.66,0.82,1.00,0.82,0.82,1.00",20,,
us,pain management jackson tn,,,,,,320,18,1.58,0.15,5920000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack, Site Links","0.66,0.66,0.43,0.81,0.43,0.66,0.54,0.66,0.66,0.66,0.66,0.43",20,,
us,200 w 57th st new york ny 10019,,,,,,320,37,0.00,0.22,243000000,Navigational,"Site Links, Video, People Also Ask, Related Searches","0.23,0.29,0.23,0.23,0.19,0.23,0.81,0.67,0.23,0.23,0.23,0.29",20,,
us,sandia pain center,,,,,,320,15,1.85,0.04,341000,Informational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.43,0.66,0.54,0.81,1.00,0.54,0.81,0.66,1.00,0.66,0.66,0.66",20,,
us,715 s 8th st minneapolis mn 55404,,,,,,320,0,1.75,0.05,16000,Informational,Related Searches,"0.24,0.24,0.30,0.20,0.24,0.24,0.20,0.24,0.30,0.30,0.24,0.24",,,
us,dr taub charlotte nc,,,,,,320,13,1.74,0.05,66500,Informational,"Knowledge Panel, Image Pack, Site Links, Image, Related Searches","0.66,0.66,0.66,0.43,1.00,0.82,0.82,1.00,1.00,0.82,1.00,0.66",20,,
us,nh neurospine bedford nh,,,,,,320,28,2.67,0.01,2910,Navigational,"Related Searches, Knowledge Panel, Site Links, Video, Image","0.81,1.00,0.36,0.09,0.19,0.54,0.54,0.44,0.36,0.36,0.29,0.23",20,,
us,george soliman md,,,,,,210,12,3.07,0.06,1590000,Informational,"Video, Image, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links","0.66,1.00,0.43,0.35,0.35,0.43,0.53,0.53,0.82,0.66,0.66,0.82",20,,
us,mercy clinic branson west,,,,,,260,20,2.03,0.06,104000,"Informational, Transactional","Knowledge Panel, Image, People Also Ask, Related Searches","1.00,1.00,0.65,0.53,0.81,0.53,0.53,0.81,0.81,0.81,0.65,0.65",70,,
us,dr schnapp,,,,,,260,14,4.78,0.03,7540000,Commercial,"Local Pack, Video, Related Searches","0.53,0.66,0.53,0.66,0.66,0.53,0.66,0.66,0.66,0.66,0.53,0.53",75,,
us,dr wienecke,,,,,,260,17,2.72,0.04,237000,Informational,"Knowledge Panel, Image Pack, Related Searches","0.66,0.23,0.66,0.66,0.82,0.66,0.35,0.53,0.82,0.66,0.66,0.53",70,,
us,pain management chattanooga,,,,,,260,27,2.55,0.34,1940000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.81,0.54,0.66,0.22,0.29,0.66,0.81,1.00,0.43,0.43,0.43,0.66",20,,
us,utah valley pain management,,,,,,260,11,4.01,0.19,4340000,Informational,"Knowledge Panel, Video, Related Searches","0.65,0.81,0.65,0.81,1.00,0.65,0.65,1.00,0.81,0.81,0.65,0.65",70,,
us,restorative pain institute,,,,,,260,12,1.04,0.04,10200000,Navigational,"Video, Related Searches, Knowledge Panel, Site Links","0.53,0.53,0.66,0.66,0.28,0.43,0.43,0.66,0.66,0.66,1.00,0.66",20,,
us,las vegas injury pain center,,,,,,260,19,0.00,0.00,5610000,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.43,0.66,0.54,0.66,0.66,0.66,0.66,0.66,0.54,0.54,0.54,0.54",20,,
us,atrium health pain management,,,,,,260,32,2.17,0.22,6050000,"Navigational, Transactional","Image, People Also Ask, Related Searches, Local Pack","0.43,0.43,0.54,1.00,0.81,0.54,0.54,0.66,0.54,0.54,0.54,0.43",90,,
us,pain management olathe,,,,,,210,17,0.00,0.00,489000,Transactional,"Related Searches, Knowledge Panel, Image","0.23,0.53,0.66,0.53,0.43,0.43,0.53,0.82,1.00,1.00,0.82,0.82",70,,
us,dr bejjani,,,,,,260,16,3.40,0.04,162000,Commercial,"Related Searches, Local Pack, Video","0.65,0.81,0.81,0.81,0.81,0.65,0.81,1.00,0.65,0.65,0.65,0.65",75,,
us,capitol pain institute colorado springs,,,,,,210,18,2.58,0.08,673000,"Informational, Navigational","Related Searches, Knowledge Panel, Image","0.11,0.18,0.18,0.18,0.23,0.18,0.18,0.23,1.00,1.00,1.00,1.00",70,,
us,nexus santa fe,,,,,,260,11,3.21,0.02,6290000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.35,0.54,0.54,0.54,0.43,0.43,0.18,0.54,0.54,0.43,0.66,1.00",70,,
us,pain management cookeville tn,,,,,,260,10,2.08,0.07,215000,Commercial,"People Also Ask, Related Searches, AI Overview, Local Pack, Site Links, Video, Image","0.66,0.66,0.43,1.00,0.82,0.53,0.66,0.66,0.53,0.53,0.66,0.66",20,,
us,aa pain clinic,,,,,,260,21,3.60,0.05,86700000,Navigational,"Knowledge Panel, Site Links, Video, Related Searches","0.19,0.36,0.23,0.12,0.29,0.29,1.00,0.12,0.36,0.23,0.19,0.10",20,,
us,united physician group,,,,,,260,40,0.00,0.04,299000000,Navigational,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches, See Results About","0.34,0.06,1.00,0.81,0.81,0.81,0.65,1.00,0.65,0.81,1.00,0.81",20,,
us,aurora health racine,,,,,,260,30,4.01,0.05,785000,Transactional,"Image, Related Searches, Local Pack, Video","0.44,0.23,0.44,1.00,0.00,1.00,0.81,0.28,0.23,0.35,0.00,0.81",90,,
us,pain management springfield mo,,,,,,260,27,0.00,0.00,2330000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack","0.43,0.54,0.54,0.66,0.66,0.66,0.35,0.54,0.35,0.43,0.66,0.54",90,,
us,mercy clinic pain management,,,,,,260,33,2.80,0.09,4340000,Navigational,"Local Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.82,0.82,1.00,0.53,0.82,0.82,0.43,0.82,0.82,0.66,0.66,0.82",90,,
us,center for interventional pain,,,,,,390,0,0.00,0.00,26200000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
us,lafayette pain care indiana,,,,,,260,18,3.56,0.04,785000,Navigational,"Knowledge Panel, Site Links","0.43,0.35,0.54,0.22,0.29,0.54,0.43,0.18,0.29,0.81,1.00,1.00",20,,
us,pain management pittsburgh,,,,,,260,21,0.00,0.00,20400000,Commercial,"Local Pack, Video, Image, People Also Ask, Related Searches","0.43,0.54,0.54,0.54,0.54,0.54,0.54,0.43,0.43,0.43,0.54,0.43",90,,
us,pain management abilene tx,,,,,,260,10,5.79,0.20,319000,Commercial,"People Also Ask, Related Searches, Local Pack, Video, Image","0.53,0.66,0.53,0.66,0.53,0.66,0.66,0.66,0.66,0.66,1.00,0.53",90,,
us,pain management santa maria,,,,,,260,17,1.79,0.14,55800000,Commercial,"People Also Ask, Related Searches, Local Pack, Site Links, Video, Image","0.65,0.65,0.65,0.81,0.81,1.00,0.65,1.00,0.81,0.81,1.00,0.65",20,,
us,chad gorman,,,,,,260,16,0.00,0.00,2080000,Informational,"Knowledge Panel, Image Pack, Video, People Also Ask, Related Searches","0.66,0.82,0.66,0.53,1.00,0.82,0.53,0.53,0.66,0.53,0.66,0.53",70,,
us,dr taub charlotte north carolina,,,,,,210,17,2.62,0.05,171000,Informational,"Image, Related Searches, Knowledge Panel, Image Pack, Site Links","0.29,0.29,0.43,0.14,0.29,0.66,0.66,0.29,0.29,0.54,1.00,0.81",20,,
us,anna kaseman hospital,,,,,,260,21,2.50,0.09,7200,"Informational, Transactional","Knowledge Panel, Image, People Also Ask, Related Searches","0.66,0.66,0.53,0.53,0.53,0.53,0.53,0.66,0.82,0.82,1.00,0.53",70,,
us,159 wells ave newton ma,,,,,,260,16,0.00,0.02,869000,Informational,"Site Links, Video, People Also Ask, Related Searches","0.54,0.66,0.66,0.54,0.54,0.54,0.54,0.54,0.66,0.54,0.54,0.43",20,,
us,capitol pain management,,,,,,260,34,2.72,0.28,6520000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.43,0.54,0.43,0.54,0.43,0.43,0.54,0.66,0.66,0.54,0.66,0.66",20,,
us,thunder basin orthopaedics,,,,,,260,30,0.00,0.01,5510,"Navigational, Commercial","Site Links, Image, Related Searches, Local Pack","0.82,0.66,0.82,0.10,0.82,0.66,0.82,0.82,0.82,1.00,0.82,0.53",20,,
us,pain clinic dakota dunes,,,,,,260,20,0.00,0.00,36300,"Navigational, Commercial","Local Pack, Site Links, Image, Related Searches","0.82,0.66,0.82,0.82,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.43",20,,
us,dr neal taub charlotte nc,,,,,,260,11,2.62,0.05,14500,Informational,"Site Links, Image, Related Searches, Knowledge Panel, Image Pack","1.00,1.00,0.53,0.53,1.00,1.00,1.00,1.00,0.81,1.00,0.65,1.00",20,,
us,3 cooper plaza camden,,,,,,260,9,1.46,0.03,1120000,Informational,"Image Pack, Image, Related Searches","0.23,0.29,0.12,0.05,0.54,0.07,0.44,0.67,0.23,1.00,0.10,0.19",90,,
us,west michigan pain,,,,,,320,17,0.00,0.04,71500000,"Navigational, Commercial","Image, Related Searches, Local Pack, Site Links, Video","0.44,0.54,0.35,0.44,0.54,0.44,0.54,0.54,0.54,0.44,0.54,0.44",20,,
us,pain olympus,,,,,,390,16,0.00,0.00,9840000,Informational,"Site Links, AI Overview","0.76,0.36,0.30,0.30,0.16,0.16,0.20,0.24,0.13,0.16,0.16,0.20",20,,
us,pain management mercy,,,,,,320,34,2.89,0.12,15800000,Navigational,"Related Searches, Local Pack, Video, Image","0.30,0.30,0.24,0.16,0.30,0.16,0.13,0.24,0.24,0.20,0.20,0.20",90,,
us,uw health 1102 s park st clinic,,,,,,260,36,0.00,0.06,29900,"Navigational, Transactional","Knowledge Panel, Site Links, People Also Ask, Related Searches","0.28,0.28,0.28,0.28,0.44,0.44,0.44,0.54,0.44,0.66,0.66,0.54",20,,
us,clarksville pain clinic,,,,,,320,13,0.00,0.00,389000,Informational,"Related Searches, AI Overview, Knowledge Panel, Video, Image, People Also Ask","0.81,0.81,0.54,0.54,0.29,0.44,0.23,0.19,0.12,0.15,0.00,0.00",70,,
us,blue water pain management,,,,,,260,2,2.10,0.06,647000000,Navigational,"People Also Ask, Related Searches, Local Pack, Site Links, Image","0.53,0.53,0.53,0.81,0.81,0.81,0.65,0.81,0.81,0.81,1.00,0.81",20,,
us,best pain management near me,,,,,,260,38,2.22,0.55,1120000000,Transactional,"Video, Adwords Bottom, People Also Ask, Related Searches, Local Pack","0.43,0.43,0.66,1.00,0.43,0.66,0.66,1.00,1.00,1.00,0.53,0.43",90,,
us,integrated pain specialist,,,,,,260,25,0.00,0.00,44900000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.43,0.43,0.54,0.43,0.43,0.43,0.35,0.66,0.81,0.81,0.54,0.54",20,,
us,ihs latrobe hospital,,,,,,260,14,0.00,0.06,8810,"Informational, Transactional","Knowledge Panel, People Also Ask, Related Searches","0.20,0.16,0.06,0.10,0.06,0.81,0.30,0.08,0.10,0.05,0.10,0.08",70,,
us,pain management amarillo,,,,,,260,0,3.26,0.31,3660000,Commercial,"Site Links, Image, People Also Ask, Related Searches, Local Pack","0.65,0.65,0.81,1.00,1.00,1.00,0.81,0.65,0.81,0.81,0.81,0.81",,,
us,carolina pain and weight loss mooresville north carolina,,,,,,210,7,3.48,0.10,94500,"Informational, Transactional","Knowledge Panel, Site Links, Related Searches","0.53,0.35,0.66,0.28,0.35,0.82,1.00,0.35,0.35,0.66,0.66,1.00",20,,
us,anna kaseman,,,,,,260,26,2.50,0.09,17000,Navigational,"Site Links, Image, People Also Ask, Related Searches, Knowledge Panel","0.66,0.66,0.66,0.66,0.66,0.53,0.53,0.66,0.82,0.82,0.82,0.53",20,,
us,opa eagle river,,,,,,260,15,1.16,0.07,706000,"Informational, Transactional","People Also Ask, Related Searches, Knowledge Panel, Site Links, Video, Image","0.36,0.36,0.29,0.29,0.23,0.23,0.29,0.44,0.36,0.29,0.44,0.23",20,,
us,downtown physicians union square,,,,,,260,27,4.36,0.02,970000,"Informational, Transactional","Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.28,0.35,0.81,0.54,0.18,0.54,0.28,1.00,0.28,0.35,0.28,0.23",70,,
us,taconic spine manchester vt,,,,,,260,27,3.37,0.03,1980,Navigational,"Image, Knowledge Panel, Site Links","0.82,0.66,1.00,0.82,0.82,0.82,0.53,0.53,0.53,0.53,0.53,0.66",20,,
us,thunder basin ortho,,,,,,260,27,0.00,0.02,27000,Navigational,"People Also Ask, Related Searches, Local Pack, Site Links, Image","1.00,0.81,0.65,0.81,0.65,0.65,0.53,0.81,1.00,0.65,0.81,0.43",20,,
us,pain management meridian ms,,,,,,260,13,3.47,0.04,1620000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.65,0.81,0.81,1.00,1.00,0.81,0.65,1.00,0.81,0.81,0.81,0.81",20,,
us,dr garrett wright,,,,,,260,17,0.00,0.01,13600000,Commercial,"Local Pack, Site Links, Video, Related Searches","0.53,0.53,0.43,0.43,0.43,0.66,0.82,0.66,0.82,1.00,0.82,0.66",20,,
us,portland pain care,,,,,,260,29,0.00,0.00,38200000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.82,1.00,0.82,1.00,1.00,1.00,1.00,0.05,0.28,0.53,0.28,0.17",20,,
us,apac pain management,,,,,,260,32,2.84,0.06,1290000,Navigational,"Local Pack, Site Links, Video, Image, Related Searches","0.43,0.43,0.53,0.66,0.53,0.66,0.53,0.53,1.00,0.82,0.82,0.66",20,,
us,pain medicine specialists towson md,,,,,,260,27,1.96,0.05,225000,"Navigational, Commercial","Local Pack, Site Links, Video, Related Searches","0.43,0.29,0.35,0.10,0.29,0.66,0.81,0.29,0.29,0.54,1.00,0.81",20,,
us,pain management bangor maine,,,,,,260,25,2.18,0.07,269000,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.66,0.66,0.66,0.53,0.53,1.00,0.66,0.82,0.66,0.82,0.66,0.53",20,,
us,sparrow pain management,,,,,,260,17,1.19,0.03,2560000,Navigational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.53,0.53,0.65,0.65,0.65,0.81,0.81,0.81,0.81,0.81,1.00,0.81",70,,
us,ohsu pain clinic,,,,,,260,22,0.00,0.00,340000,"Navigational, Transactional","Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.82,0.66,0.66,0.66,0.82,0.66,0.66,0.66,0.66,0.66,0.82,0.53",20,,
us,delaware neurorehab,,,,,,260,33,0.00,0.03,7430,Navigational,"Site Links, Image, People Also Ask, Related Searches, Knowledge Panel","0.65,0.81,0.53,0.81,1.00,1.00,0.65,0.65,0.65,1.00,0.81,0.81",20,,
us,medical group of the carolinas medical affiliates north grove,,,,,,260,0,0.00,0.03,290000,Informational,"Image, People Also Ask, Related Searches, Knowledge Panel, Video","0.43,0.66,0.53,0.53,0.53,1.00,0.66,0.66,1.00,0.53,0.35,0.82",,,
us,dr syed office,,,,,,260,21,5.17,0.02,26300000,Informational,"Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.65,0.81,0.81,0.81,0.81,0.81,0.65,1.00,0.81,1.00,1.00,0.65",70,,
us,qc kinetix maine,,,,,,260,26,0.00,0.00,3210,Navigational,"Related Searches, Knowledge Panel, Site Links, Video","0.44,0.44,0.54,0.54,0.66,0.54,0.35,0.23,0.44,0.44,0.35,0.11",20,,
us,200 w 57th street,,,,,,260,39,0.00,0.03,4670000,Navigational,"Site Links, Knowledge Panel","0.66,0.66,1.00,0.29,0.22,0.54,0.22,0.54,0.54,0.54,1.00,0.22",20,,
us,metro anesthesia and pain management,,,,,,260,0,0.00,0.03,1030000,"Navigational, Commercial","Local Pack, Site Links, Image, Related Searches","0.35,0.82,0.53,0.66,0.43,0.35,0.53,0.53,1.00,1.00,1.00,0.82",,,
us,morris antebi md,,,,,,260,22,3.37,0.07,8970,Commercial,"Local Pack, Image Pack, Site Links, Image, Related Searches","0.66,0.35,0.81,0.54,0.54,0.54,0.66,0.22,0.29,0.29,1.00,0.18",20,,
us,dr eric fanaee,,,,,,260,23,1.71,0.09,1640,"Navigational, Commercial","Local Pack, Site Links, Image, Related Searches","0.66,0.66,0.43,0.66,1.00,0.53,0.53,0.82,0.66,0.53,1.00,0.82",20,,
us,pradeep chopra md,,,,,,260,26,2.34,0.01,1140000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.19,0.09,0.29,0.44,0.54,0.36,0.36,0.54,0.54,0.36,0.44,0.36",20,,
us,penn pain management,,,,,,260,35,2.69,0.19,15500000,Transactional,"Knowledge Panel, Video, Image, Video Carousel, People Also Ask, Related Searches","0.81,0.81,0.65,1.00,0.65,0.65,0.53,1.00,0.81,0.65,0.81,0.81",70,,
us,augusta pain center ga,,,,,,260,27,2.81,0.21,1450000,Navigational,"Knowledge Panel, Site Links, Video, Related Searches","0.43,0.35,0.54,0.22,0.29,0.66,0.81,0.29,0.29,0.66,1.00,0.81",20,,
us,multicare clinic lakewood wa,,,,,,260,18,1.27,0.08,23800,"Navigational, Transactional","Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.35,0.28,0.15,0.44,0.44,0.44,0.35,0.18,0.35,0.81,1.00,0.15",20,,
us,norton pain management,,,,,,260,20,1.57,0.10,15400000,Commercial,"Local Pack, Video, Related Searches","0.43,0.54,0.10,0.14,0.66,0.29,0.66,1.00,0.81,1.00,0.66,0.66",90,,
us,tidelands market common,,,,,,260,22,0.00,0.03,94300,Transactional,"Local Pack, Video, Image, People Also Ask, Related Searches","0.65,0.65,0.65,1.00,0.81,0.65,0.53,0.81,0.81,0.65,0.81,0.53",90,,
us,neurospine institute nh,,,,,,260,27,2.76,0.04,66000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, People Also Ask, Related Searches, See Results About","0.44,0.28,0.44,0.18,0.23,1.00,0.81,0.11,0.35,0.81,1.00,0.01",20,,
us,dr danko ohio,,,,,,260,4,0.00,0.01,90100,Commercial,"Video, Related Searches, Local Pack","0.43,0.35,0.54,0.22,0.22,0.66,0.66,0.29,0.66,0.81,1.00,0.54",90,,
us,southern pain management,,,,,,260,46,2.56,0.14,89500000,Commercial,"Site Links, Video, Image, Related Searches, Local Pack","0.43,0.43,0.54,1.00,0.66,0.43,0.43,0.54,0.54,0.54,0.54,0.54",20,,
us,innovative pain and wellness,,,,,,260,33,0.00,0.00,42000000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.12,0.19,0.00,0.54,0.54,0.01,0.00,0.67,0.01,0.44,0.54,0.36",20,,
us,columbia pain and spine institute gresham or,,,,,,260,28,2.13,0.11,24500,Navigational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.43,0.28,1.00,1.00,0.17,1.00,0.82,1.00,0.17,0.43,0.66,0.53",20,,
us,louisiana pain care monroe,,,,,,260,21,0.00,0.02,11100000,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Video, Image","0.35,0.54,0.66,0.66,0.81,0.66,0.66,0.81,0.35,0.66,0.66,0.43",20,,
us,3303 s bond ave center health,,,,,,260,22,0.00,0.07,250000,"Informational, Transactional","Knowledge Panel, People Also Ask, Related Searches","0.28,0.81,0.28,0.11,0.15,0.54,0.54,0.35,1.00,0.23,0.35,0.44",70,,
us,spine & pain associates,,,,,,260,29,1.52,0.06,10500000,"Navigational, Commercial","Related Searches, Local Pack, Site Links, Video, Image","0.66,0.35,0.66,0.53,0.53,0.66,0.82,0.82,1.00,0.82,1.00,0.82",20,,
us,algone wasilla,,,,,,260,29,3.40,0.11,1240,Navigational,"Video, Related Searches, Knowledge Panel, Site Links","0.44,0.54,0.44,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.29,0.23",20,,
us,sparrow pain clinic,,,,,,260,20,0.00,0.00,952000,"Navigational, Transactional","Video, Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.65,0.81,0.65,0.65,0.65,0.81,0.81,0.81,0.81,0.81,1.00,0.81",20,,
us,dr moussa bazzi,,,,,,260,15,2.75,0.06,14700,"Informational, Transactional","Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel","0.53,0.28,0.66,0.53,0.82,0.82,0.82,0.82,0.66,0.82,1.00,0.66",70,,
us,pain management texarkana,,,,,,260,9,1.93,0.29,334000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.43,0.53,0.53,0.66,0.53,0.66,0.82,1.00,0.82,1.00,0.82,0.82",20,,
us,pain near me,,,,,,320,39,5.02,0.21,1120000000,Transactional,"People Also Ask, Related Searches, Local Pack, Video","0.32,0.39,0.26,0.09,0.09,0.07,0.39,0.21,0.32,1.00,0.26,0.11",90,,
us,summit pain management fort wayne indiana,,,,,,260,19,3.02,0.06,616000,"Navigational, Commercial","Local Pack, Site Links, Related Searches","1.00,0.66,0.82,0.53,0.53,0.53,0.82,0.66,0.66,0.66,1.00,0.66",20,,
us,dr antebi northfield,,,,,,260,10,3.37,0.07,1870,Informational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","1.00,0.81,1.00,0.81,0.81,1.00,0.81,0.65,1.00,0.81,1.00,0.81",20,,
us,1801 fairfield ave shreveport la 71101,,,,,,260,16,0.00,0.01,5470,"Informational, Transactional","Image, Related Searches","0.21,0.21,0.21,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.21,0.26",90,,
us,relievus cherry hill new jersey,,,,,,260,0,1.98,0.09,3180,"Informational, Navigational","Site Links, Image, People Also Ask, Related Searches, Knowledge Panel, Image Pack","0.29,0.35,0.54,0.22,0.29,0.66,0.66,0.29,0.29,0.66,1.00,0.81",,,
us,warm valley health care,,,,,,260,22,0.00,0.00,59800000,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links","0.28,0.53,0.53,0.66,0.66,1.00,0.82,0.82,0.82,0.82,1.00,0.66",20,,
us,blue ridge pain management christiansburg va,,,,,,260,12,1.73,0.12,12000,"Navigational, Transactional","Knowledge Panel, Site Links, Image, Related Searches","0.65,0.81,1.00,1.00,0.81,0.65,0.65,1.00,1.00,1.00,0.81,0.65",20,,
us,knee pain centers of america locations,,,,,,260,8,2.86,0.73,55400000,Commercial,"AI Overview, Local Pack, Site Links, People Also Ask, Related Searches","0.29,0.43,0.66,0.54,0.35,0.43,0.43,0.54,1.00,0.81,0.81,0.81",20,,
us,36 w 44th st new york ny 10036,,,,,,210,0,0.00,0.11,5760000,Informational,"Site Links, Related Searches","0.43,0.66,0.82,0.53,0.53,0.53,0.43,1.00,0.53,0.53,0.66,0.43",,,
us,pain management jonesboro arkansas,,,,,,260,22,2.58,0.12,331000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.53,0.53,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.53,0.53,0.43",20,,
us,aurora rivercenter milwaukee,,,,,,260,17,5.85,0.10,28500,Transactional,"Local Pack, Video, Image, People Also Ask, Related Searches","0.53,0.28,0.66,0.66,1.00,0.66,0.82,1.00,0.53,0.35,0.43,0.43",90,,
us,oklahoma pain physicians,,,,,,260,47,2.85,0.06,7400000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.53,0.66,0.43,0.66,0.82,0.82,0.53,0.66,0.82,0.82,1.00,0.66",20,,
